date,ticker,open,high,low,close,volume,pe_ratio,pb_ratio,div_yield,depth_imbalance,hl_spread,vwap_proxy,mom_5,mom_10,mom_20,vol_10,vol_20,rsi_14,atr_14,obv,turnover,illiq_amihud,ret_fwd_1d
2022-01-03,TICK000,100.49671415301123,101.19619200398277,100.31466500901932,101.43900730597855,248542,14.998213016117868,3.0006875757631004,0.009941617042102377,0.01847104747810833,0.00869021709079261,100.98328810632688,,,,,,,0.0,248542,25211853.75384252,3.4468774789986e-10,-0.0030455314795275745
2022-01-04,TICK000,100.35844985184004,100.51289739782816,99.67489053193668,101.13007161597616,80539,15.002336330397382,3.000590271059959,0.0096822210792978,0.09379155375106553,0.008286426109472734,100.43928651524702,,,,,,,0.0,168003,8144914.837879105,1.0173741867668784e-09,-0.0036424174436200385
2022-01-05,TICK000,101.00613838994074,101.83017992519976,100.82287452137487,100.76171367904759,101386,14.995929307755446,3.0006558650507817,0.010869425675926666,0.0012499321907250337,0.009996906235967941,101.13825604187407,,,,,,,0.0,66617,10215827.103063919,9.785704216714554e-10,0.011985165858763525
2022-01-06,TICK000,102.52916824634876,102.75928529786025,101.99072259714056,101.96935952970422,71991,15.005342553356426,2.999138874381382,0.009839378616941044,0.28684030556667683,0.007537192586718149,102.23978914156834,,,,,,,0.0,138608,7340876.161902936,1.0267429146719623e-09,0.0038844851747983355
2022-01-07,TICK000,102.29501487162544,102.52396913399357,101.56969589274976,102.36545799508104,146127,15.008510723783624,2.9986780729529703,0.0109162785217396,-0.16685992588781953,0.009322219232288952,102.1530410072748,,,,,,,0.0,284735,14958357.280447207,6.232114300729048e-10,-0.01161329013194412
2022-01-10,TICK000,102.06087791467623,102.60891872485855,101.95179838867756,101.17665823189483,216862,15.009180440526011,2.9968296066644338,0.010407075881059134,0.10587285298838787,0.0064947819750568216,101.91245844847697,-0.0025862740680453467,,,,,,0.0,67873,21941372.457485177,2.960061859230307e-10,0.025944880976052076
2022-01-11,TICK000,103.64009073018364,104.25461421662908,103.05212783103684,103.80167458727604,296838,15.009015758524162,2.998610003486683,0.010241033363667692,-0.017280173739646437,0.011584460369964376,103.70280554498065,0.02641749312157926,,,,,,0.0,364711,30812281.481137846,3.7596892580174436e-10,0.005125635795632855
2022-01-12,TICK000,104.40752545933657,105.01317911447092,104.13965460562436,104.33372416618721,167650,15.009872420748735,3.0006805021561314,0.01018436657365876,0.07719201548366751,0.008372408018860425,104.49551929542748,0.03545007678727474,,,,,,0.0,532361,17491548.856461287,4.786544683701753e-10,-0.006025773054150085
2022-01-13,TICK000,103.93805107340158,104.03314070918152,102.93720364601765,103.70503282246747,312214,15.011435788033873,2.9969881264316545,0.010196898649108126,0.04413071516992459,0.010567829095045047,103.55845905922222,0.017021518040011285,,,,,,0.0,220147,32378163.11763386,3.263875426364004e-10,-0.00020995354343700257
2022-01-14,TICK000,104.48061111698757,105.39738758857618,103.975399670265,103.68325958335414,93709,15.013371434791726,2.99512910471127,0.009036163710327194,-0.07331561971099966,0.013714730073353788,104.35201561406511,0.012873498678982243,,,,,,0.0,126438,9716054.572296534,1.4115534213299615e-09,0.005697485751119613
2022-01-17,TICK000,104.01719342417509,104.29346313420929,103.17882259469104,104.27399347745994,82342,15.015038248189736,2.992136046201089,0.00986055830292462,0.022899639245934026,0.010689535351489067,103.91542640212009,0.030613140418870977,0.027947692379618694,,0.010569368164811938,,,0.0,208780,8586129.170921007,1.24497723464163e-09,-0.009483478993252747
2022-01-18,TICK000,103.55146367060485,103.68557826726506,102.98169603269787,103.28511325077388,159178,15.0153069902335,2.9908359983322765,0.010422578985592162,-0.18579014513982872,0.006814943726286857,103.31746251691226,-0.004976425848196131,0.021309602577768372,,0.011146012921411694,,,0.0,49602,16440717.757031685,4.145161924802285e-10,-0.0007420791249176384
2022-01-19,TICK000,103.79342594217087,104.71588802226215,103.74836658703259,103.20846752431572,189781,15.014714974972579,2.990669122392695,0.009975551408262949,0.06032475005713937,0.009374438536272333,103.89090737787016,-0.01078516702882315,0.024282574759116216,,0.011015034480946807,,,0.0,-140179,19587006.17523216,4.786049717044734e-10,-0.02678513691516826
2022-01-20,TICK000,101.88014569751309,102.85376483627,101.23509015357209,100.44401459087223,160640,15.014261155121618,2.9877698319532984,0.009297405076598212,0.02981584659905256,0.01611519301862921,101.51095652690476,-0.031445129930943394,-0.014958855737322252,,0.013767627821374629,,38.289783681682785,1.4608100209848058,-300819,16135326.503877714,9.987522108558716e-10,-0.0030120677636175097
2022-01-21,TICK000,100.15522786500004,101.01869374455937,99.20234767969774,100.14147041247473,71183,15.013676430280562,2.9859261123270477,0.009973797774711263,0.06386601686431025,0.01813780102669003,100.12083727891063,-0.03415970123925416,-0.021725957429049814,,0.013644531223462335,,36.83353820535372,1.4862054526902937,-372002,7128370.288371189,2.544452699978141e-09,0.003371187982647683
2022-01-24,TICK000,99.59294033575908,100.3991611970682,98.99377743466785,100.47906613409393,157055,15.01707774057116,2.9839181975828843,0.010852052758127746,0.10581183250871502,0.013986831451287561,99.95733492194331,-0.03639380459890351,-0.006894792830595797,,0.013303499330755461,,39.5942603561781,1.4804324748124404,-214947,15780739.731690122,8.863229283985895e-10,-0.01063233718722667
2022-01-25,TICK000,98.58010921542466,99.22604747556393,97.77255194312113,99.41073882269859,96588,15.018858410738005,2.9843327322416817,0.01062344585776736,0.03676198402097109,0.014621111860310634,98.80311274712788,-0.03751145064505468,-0.04230120354065736,,0.009742250026680157,,34.46138254472382,1.5680097402524658,-311535,9601884.44140681,1.5227335789690505e-09,-0.007493460080810865
2022-01-26,TICK000,98.89435654801993,99.43912340018116,98.01992625553551,98.66580841972679,212749,15.010037244834011,2.9844714209157552,0.009968997995316984,0.01480894197982762,0.014383879961823765,98.70828602514781,-0.04401440321278571,-0.05432486755128496,,0.009191785435229518,,31.404257050378604,1.5573802691376932,-524284,20991052.075488456,6.852386393066988e-10,-0.009938417300930924
2022-01-27,TICK000,97.98633247249872,98.07156760827257,97.76284546885431,97.68522644231784,188459,15.012004947163598,2.9830279458090803,0.010475724638529044,-0.08810683366612923,0.0031603769644794983,97.83987983981491,-0.02746592875435594,-0.058047388986944615,,0.009297822513878045,,27.89611489187274,1.510636174975892,-712743,18409660.09009278,1.7166949031178833e-10,-0.008975876650443637
2022-01-28,TICK000,96.57402877116344,96.96848849467106,96.36924852646268,96.80841589920094,111753,15.012589155747756,2.98338158755336,0.009816746489815974,-0.0712220763649051,0.006189957377593307,96.71538430677823,-0.033283458886165795,-0.06630620711365953,,0.009110711657929085,,25.186750942969724,1.4967320136101254,-824496,10818630.901983403,5.721571827040045e-10,0.007562038015911154
2022-01-31,TICK000,98.039677540085,98.40506016039278,97.44067374878423,97.54048482049083,132515,15.012533029478414,2.9822882273841844,0.009148064206586641,0.1186734620177331,0.009887037299264585,97.7954062432226,-0.02924570685879413,-0.06457514891692184,-0.03843218293460127,0.009409078136141232,0.010872825311688566,31.19533828743802,1.5038686027231052,-691981,12925577.345987342,7.64920361745694e-10,0.004350115439740065
2022-02-01,TICK000,97.81390123959845,98.06797654911188,97.41185825807509,97.96479718950819,106544,15.011367474119153,2.9817449171635326,0.009537767005935224,0.14363354057059785,0.006697490423703539,97.81487733223172,-0.014545125107351509,-0.05151096700981561,-0.031299042667422894,0.009941993708946885,0.010957301336431162,34.47996765163292,1.4433150090312257,-585437,10437561.35175896,6.41671957461104e-10,0.003058980394669897
2022-02-02,TICK000,97.88142944428637,98.58952339245224,97.059361195691,98.26446958347871,158724,15.01473981227911,2.9850918213441298,0.010781444384254098,-0.023811043631205408,0.01557187662282468,97.97111805720732,-0.0040676587226728955,-0.04790302636430688,-0.024783660424069875,0.010201890302606202,0.010991767031501759,36.77558274228013,1.4495183795833693,-426713,15596929.670168076,9.983937192849364e-10,-0.012154156212577316
2022-02-03,TICK000,96.4566812580729,96.93498653529396,95.58854882268793,97.07014787001506,238483,15.017582391665478,2.9877727434477097,0.009863003459085348,0.0046002747253274115,0.013870770181673401,96.53122774266565,-0.006296536279884357,-0.03358952481737787,-0.04804591969867178,0.007359697243964443,0.010791648581723453,31.96826037507158,1.5371185496696136,-665196,23149580.074484803,5.991802070293967e-10,-0.012443850155918312
2022-02-04,TICK000,95.91229853354773,95.99003182209923,95.57332396514951,95.86222149530776,109722,15.015263758662007,2.9851735809738553,0.009878308010312493,-0.09046143749937663,0.004346945547992652,95.80852576085216,-0.00977388582495109,-0.04273203598410413,-0.06352959901850663,0.007891540696072874,0.010907918567963425,27.983923050469926,1.5342403607550377,-774918,10518194.666908158,4.1327867430223597e-10,0.0006171644255525965
